D0_SAG_1,D0_SAG_2,D7_SAG_1,D7_SAG_2,target_id
578.5577573,553.6174274,812.5816458,885.566622,0610009B22Rik
966.4494448,967.8131452,1208.211889,1229.723904,0610009O20Rik
896.633349,903.3495981,813.8797991,790.2140537,0610010F05Rik
581.0992732,542.421108,1084.882918,1109.760366,0610010K14Rik
751.4301863,739.1403772,1197.673269,1267.62589,0610012G03Rik
672.3349707,618.8731065,672.8839629,637.636384,0610030E20Rik
1114.634651,1251.621179,1827.614497,2074.333724,0610037L13Rik
4.589773771,0,2.466927922,2.539470421,0610040J01Rik
41.6230814,68.7513051,20.85821989,12.39803639,1110002E22Rik
155.6260537,142.3961255,129.9810046,153.4867969,1110004E09Rik
2599.468784,2449.232323,2748.497296,3067.154446,1110004F10Rik
3282.701754,3196.617444,2435.684248,2730.672445,1110008F13Rik
380.8617535,299.7615652,271.4206447,322.1998643,1110008L16Rik
1113.580846,1160.758056,2142.615939,2077.158898,1110008P14Rik
845.2768147,795.880724,1011.038421,1016.50139,1110012L19Rik
19.02208138,21.54598858,9.462126826,2.787904907,1110017D15Rik
0,0,0,0,1110025L11Rik
125.5860557,119.9658703,246.4497449,312.0219266,1110032A03Rik
0.97719863,0,1.048795043,3.166670998,1110032F04Rik
160.6780526,126.9309545,196.5311662,188.4496492,1110034G24Rik
745.6025545,736.7211812,1258.554051,1267.723956,1110038F14Rik
259.2510063,290.5031764,386.5841019,483.8426149,1110051M20Rik
0,0,0,0,1110057P08Rik
200.0751212,199.0074432,227.2628395,243.2902628,1110059E24Rik
546.9042598,634.879602,971.0108261,761.480674,1110059G10Rik
626.3946932,632.096524,1307.869951,1497.809153,1110065P20Rik
1718.89239,1720.24858,2466.765941,2061.50282,1190002N15Rik
33.24885899,33.6579367,174.8442387,185.6271869,1190005I06Rik
83.84946656,77.44744479,89.82974633,102.2286481,1190007I07Rik
5.712120584,12.27456412,21.08298188,5.272815906,1300017J02Rik
0,1.86804732,0,0,1500009C09Rik
223.3682676,253.5409867,622.8758947,760.7609819,1500009L16Rik
233.4566452,214.0546361,237.3646251,283.0744977,1500011B03Rik
337.1335272,322.6043817,399.5909113,508.7784736,1500011K16Rik
396.7426437,421.5117423,24144.31068,24767.58943,1500015O10Rik
7.971205607,26.33750722,2.728804217,0,1520401A03Rik
296.0911848,301.3439211,204.5150333,202.6669439,1600002K03Rik
1388.231636,1312.276446,1973.272068,1883.744094,1600012H06Rik
935.3776433,1023.3751,1317.849351,1154.515191,1600014C10Rik
0.97719863,0.924367856,0,1.055556999,1600014C23Rik
0,0,0,0,1600015I10Rik
10.82281732,10.42208455,6.545771247,5.277694245,1600029O15Rik
0,0,0,0,1700001C02Rik
0.885822513,1.390146793,0,2.210866662,1700001C19Rik
0,0,0,0,1700001F09Rik
0,0,0.74332041,0,1700001J03Rik
0,0,0,0,1700001J11Rik
17.1316314,19.2937883,14.44284207,14.33844806,1700001K19Rik
2.58457987,3.787919781,12.84838951,14.86274981,1700001L19Rik
9.345969742,8.212241933,4.806981827,7.965500326,1700001O22Rik
1.954397259,1.848735712,1.048795043,1.055556999,1700001P01Rik
43.82132644,45.14361105,69.73479151,70.43597373,1700003E16Rik
4.885993148,2.773103568,9.493533295,8.444455994,1700003F12Rik
0,0,0,0,1700003H04Rik
0,0,0,0,1700003N22Rik
0,0,0,0,1700006A11Rik
0,0,31.94741398,7.752175239,1700006E09Rik
8.744767856,7.363478286,7.299954206,6.297876849,1700007E05Rik
1.551989254,1.466455612,3.069298972,2.338196683,1700007G11Rik
0.602776666,3.426624701,0,2.636866835,1700007K09Rik
58.47348338,48.72435765,40.38928877,37.76238513,1700007K13Rik
4.516852738,5.711218816,9.727488221,7.814819811,1700008O03Rik
0,0,0,0,1700008P02Rik
98.6970616,97.05862488,26.21987607,28.50003898,1700009N14Rik
0.97719863,0,1.048795043,1.055556999,1700010B08Rik
34.71617523,28.39209307,30.77867177,30.99360356,1700010I14Rik
0,0,0,0,1700010N08Rik
0,0,0,0,1700011H14Rik
2.973959683,0,3.141086744,0,1700011I03Rik
0.618985617,2.187400263,0.666748957,0.678608497,1700011L22Rik
0,0,0,0,1700011M02Rik
0,0,0,0,1700012A03Rik
1.954397259,0.924367856,0,1.055556999,1700012B07Rik
8.778688315,8.175936438,0,0,1700012B09Rik
0,0,0,0,1700012P22Rik
0,0,0,1.101919005,1700013D24Rik
3.651788961,4.62183928,3.146385128,0,1700013F07Rik
0,0,0,0,1700013G24Rik
0.97719863,0,3.146385128,0,1700013H16Rik
0.97719863,9.728996095,0,0,1700014D04Rik
1.954397259,9.414874889,0,1.055556999,1700015F17Rik
0,0,0,0,1700015G11Rik
0,0,0,0,1700016C15Rik
1.520401932,1.370373013,1.270020488,1.113218086,1700016D06Rik
0,0,0,0,1700016G14Rik
0.97719863,0,0,0,1700016H13Rik
1.954397259,0.924367856,2.097590086,3.166670998,1700016K19Rik
253.2169206,231.3359834,275.0363835,270.2288389,1700017B05Rik
0,0,0,1.489471525,1700017D01Rik
0,0,0,0,1700017N19Rik
0,0,0,2.11720294,1700018B08Rik
0,0,0,0,1700018F24Rik
0,0,0,0,1700018G05Rik
0,0,0,0,1700018M17Rik
0,0,2.11794409,0,1700019A02Rik
3.610827999,1.420796812,4.940927419,6.435063706,1700019D03Rik
0,0,0,0,1700019M22Rik
0.968134776,0,1.058646011,0,1700019N19Rik
1.766226164,0.557652395,0,2.274459403,1700020A23Rik
7.817589038,12.01678213,7.341565299,7.388898995,1700020D05Rik
65.77454974,51.95506202,34.10787265,33.75601124,1700020L24Rik
0,0,0,0,1700020N01Rik
0,0,0,0,1700020N15Rik
333.5518082,316.9055186,333.0751058,365.5647596,1700021F05Rik
0,0,0,0,1700021F07Rik
0,0,0,0,1700022A21Rik
2.796467302,0,0,0,1700022I11Rik
2.647603019,2.773103568,9.2707063,14.38485928,1700023F06Rik
0,0,0,0,1700024B05Rik
0,0,0,0,1700024G13Rik
13.68356016,4.807673795,10.50089758,9.505852147,1700024J04Rik
0,0.924367856,0,0,1700024P04Rik
0,0,0,0,1700025B11Rik
1.954397259,0,1.048795043,0,1700025C18Rik
0,0,0,0,1700025F22Rik
287.0915553,250.8252176,410.8601041,493.5428714,1700025G04Rik
2.215790677,2.107058134,2.796682133,3.277029167,1700028B04Rik
14.28540427,17.6977386,4.536304693,16.60012468,1700028J19Rik
2.02072659,0.63734965,1.448201998,1.465870255,1700028K03Rik
0,0,0,0,1700028P14Rik
2.896938068,1.369423134,2.097590086,3.095230539,1700029F12Rik
3.589106449,0.975308719,1.106376286,1.004081294,1700029H14Rik
5.695354976,3.931117243,3.173335402,7.759694791,1700029I15Rik
39.79744417,38.61353227,39.34338992,57.13238937,1700029J07Rik
0,0,1.048795043,0,1700029P11Rik
17.57258045,18.4245571,57.50111742,101.5635431,1700030C10Rik
52.38672747,59.79108056,32.96140721,45.9639958,1700030J22Rik
342.7448288,357.2777957,438.3096486,401.9188629,1700030K09Rik
0,0,0,0,1700031F05Rik
0,0,0,0,1700031M16Rik
1.12790542,2.130788847,1.206799618,1.20680006,1700034E13Rik
0,0,0,1.055556999,1700034I23Rik
0.800750892,0.757504284,0.859714262,0,1700034J05Rik
42.59684737,25.28907593,62.58499441,67.89357512,1700037C18Rik
703.6608646,731.5943491,752.3635401,712.0533368,1700037H04Rik
0,0,0,0,1700040F15Rik
0,0,0,0,1700042G07Rik
0,0,0,0,1700047I17Rik2
0,0,0,0,1700049E17Rik1
0,0,0,0,1700049L16Rik
25.09120354,7.910024559,20.49472321,12.84193077,1700056E22Rik
9.714202543,14.70259394,12.51185989,11.54546141,1700057G04Rik
9.351247979,11.20647775,20.09294021,11.49977213,1700061G19Rik
0,0,0.603824194,0,1700063K16Rik
0,0,2.097590086,1.055556999,1700064H15Rik
0,0,0,0,1700065I16Rik
7.064950459,6.699337353,5.900316193,1.699452217,1700066B19Rik
35.28801535,46.03590712,47.92099849,42.89892421,1700066M21Rik
8.117735772,16.33759735,15.4822687,12.31646707,1700067K01Rik
0,0,0,0,1700067P10Rik
0,0,0.820918741,0,1700069L16Rik
0,0,0,0,1700071K01Rik
7.249362299,5.877161672,3.332570667,4.463326489,1700073E17Rik
0,0,0,0,1700074P13Rik
0,0,0,0,1700080E11Rik
0,0,0,0,1700080O16Rik
0.617891931,4.418020119,0,0.671563872,1700084J12Rik
0,0,0,0,1700084M14Rik
0,1.848735712,0,0,1700086D15Rik
20.92514713,18.14781425,25.07153316,28.7574238,1700086L19Rik
32.85533424,25.62589868,48.49913902,75.70361051,1700088E04Rik
0,0,0,0,1700091H14Rik
4.71610564,5.186278524,5.319618343,4.230990467,1700092M07Rik
6.978713382,2.693809258,0.896781653,1.265109139,1700093K21Rik
20.13722117,18.42521576,16.96365705,13.69026422,1700102P08Rik
28.56260032,41.03267987,20.52921672,15.34012595,1700109H08Rik
0,0,0,0,1700113H08Rik
0,0,0,0,1700122O11Rik
0,0.623717737,0,0,1700123K08Rik
3.908794519,0.924367856,3.150503864,3.166670998,1700123L14Rik
1507.339515,1566.36949,1546.578453,1633.463489,1700123O20Rik
2.627940089,0,0,4.208399763,1700125H20Rik
2.980920312,1.410337604,3.204407356,2.432066243,1700128F08Rik
0,0,0,0,1700129C05Rik
1138.564161,1168.139692,956.7084945,1086.640788,1810009A15Rik
0,0,0,0,1810009J06Rik
1.763934378,1.318101464,1.668294107,2.930642522,1810010D01Rik
24.05384607,13.15520078,17.87792565,14.19365931,1810010H24Rik
0,0.924367856,68.17167778,112.9445989,1810011H11Rik
3284.364594,3208.480828,2286.373193,2161.780734,1810013L24Rik
44.92234479,54.92447124,50.00548787,118.7828558,1810014B01Rik
1.749692565,1.655219567,0,0,1810018F18Rik
1218.302393,1155.037607,1117.648444,967.6529412,1810022K09Rik
31.90839948,37.75139487,37.00846305,52.61180529,1810024B03Rik
1269.420447,1237.604191,1388.398557,1431.326085,1810030O07Rik
227.9186991,229.9071603,111.9196109,115.8360024,1810032O08Rik
1537.133445,1548.316159,1886.782282,1998.1694,1810037I17Rik
12.61693954,30.20626742,6.55838636,7.113987622,1810041L15Rik
340.6032862,319.2388812,544.4008937,568.9222759,1810043G02Rik
0,0,0.619789784,0,1810046K07Rik
186.7225014,176.6712242,229.4413334,217.6161035,1810049J17Rik
2629.641512,2392.264011,3017.383338,3038.948601,1810055G02Rik
22.47556848,24.95793211,47.19577693,35.88893797,1810062G17Rik
0,0,0,0,1810065E05Rik
0.97719863,0,0,0,2010003K11Rik
4.885993148,3.203550384,0.549598529,5.277784996,2010005H15Rik
0,0,0,0,2010010A06Rik
0,0,0,0,2010106E10Rik
2571.271315,2734.214238,3072.174358,3603.924215,2010107E04Rik
4.951524605,13.13105069,2.507402315,2.492893005,2010109A12Rik
51.53548171,52.41334257,36.01816945,37.45483333,2010109I03Rik
2086.142447,2094.525544,1019.978518,1213.858855,2010111I01Rik
24.74207707,27.43248561,28.67129457,48.2365334,2010300C02Rik
56.95357483,62.8656718,68.64749998,72.60182688,2010315B03Rik
185.8251113,126.0170441,106.7032633,76.84293624,2200002D01Rik
0,0,0,0,2200002J24Rik
1.954397259,4.62183928,4.195180171,3.166670998,2210010C04Rik
0.102308013,2.058819731,0.488024878,1.993466421,2210011C24Rik
1264.505525,1281.773347,1617.001931,1601.279968,2210016F16Rik
386.4478005,411.3705527,503.6580737,537.0141959,2210016L21Rik
9.272126035,8.813305571,2.718486395,3.21012429,2210017I01Rik
0,0,0,0,2210407C18Rik
37.75101445,25.97299303,49.52999454,54.32720486,2210408I21Rik
1.293737053,1.455099773,0,0,2210409E12Rik
91.64752055,97.09169725,102.1883059,101.2336201,2210418O10Rik
0,0,0,0,2300002M23Rik
0,0,0,0,2300003K06Rik
45.30991773,52.72560098,70.2723587,76.48883837,2300009A05Rik
0,0,0,0,2310002L09Rik
0.97719863,0,0,0,2310003L06Rik
14.53975101,10.3519109,0,1.121126594,2310007B03Rik
360.9127417,372.5502022,384.7628166,495.8741974,2310009B15Rik
1239.087862,1163.779131,1301.554648,1344.779617,2310011J03Rik
435.9307122,390.5587056,551.8852488,557.8633444,2310022A10Rik
6215.960483,6193.264635,9190.59096,9229.790401,2310022B05Rik
5.822241927,6.273850165,14.3950913,38.42463282,2310030G06Rik
362.3295786,319.2625701,418.6088338,436.387911,2310033P09Rik
0,0,0,0,2310034C09Rik
13.68078082,11.09241427,11.53674547,20.05558299,2310034G01Rik
1126.047284,1099.485751,832.0924587,792.1355917,2310035C23Rik
281.4332054,252.3524247,352.3951344,440.1672687,2310039H08Rik
0,0,0,0,2310046K23Rik
0,0,0,0,2310050C09Rik
0,0,0,0.950007286,2310057J18Rik
819.9910531,822.6717482,502.4261541,693.1204863,2310057M21Rik
0,0,0,0,2310057N15Rik
233.3752545,243.7156777,199.0052225,231.5688147,2310061I04Rik
0,0,0,0,2310061N02Rik
0,0,0,0,2310079G19Rik
939.2143694,999.9282602,916.8058296,986.8526808,2410002F23Rik
176.9042434,175.0404978,159.8154186,166.7592957,2410004B18Rik
9.098276239,8.715536067,12.2613892,11.61112699,2410004P03Rik
1709.120403,1657.391566,2357.691256,2657.892524,2410015M20Rik
8.08744631,3.098491744,9.03151294,1.207920597,2410024N13Rik
130.1238299,129.3091515,122.5409215,112.7699917,2410089E03Rik
1094.177064,1112.37562,1207.29321,1091.571791,2410131K14Rik
0,0,0,0,2410137M14Rik
3.000162627,2.187760413,2.258196478,2.80015111,2410141K09Rik
329.1029418,261.8104618,358.361165,327.1898218,2510002D24Rik
1423.778403,1403.190405,2886.283958,2940.7818,2510009E07Rik
2676.547047,2580.835054,2736.306267,2734.948185,2510039O18Rik
1537.548999,1543.125229,2427.589872,2588.668765,2610001J05Rik
471.5623279,459.1459239,692.2893,584.9699552,2610002M06Rik
2203.288776,2239.159646,2144.571718,2058.233443,2610005L07Rik
393.9572685,424.6795179,443.6050965,397.8394117,2610008E11Rik
54.80250517,53.05881313,54.57312867,41.31963156,2610021A01Rik
0,0,0,0,2610024D14Rik
2.558215965,1.248019435,0,0,2610028H24Rik
0,0,0,0,2610042L04Rik
156.2299282,149.7563996,213.698313,178.9656671,2610044O15Rik8
142.5756919,144.370022,206.5588657,212.9245793,2610301B20Rik
20.45019678,23.26678713,31.9172137,43.44094814,2610318N02Rik
609.0351952,599.3066534,849.8478005,818.6815821,2610507B11Rik
283.3734715,344.7261891,571.5932983,621.7230726,2610524H06Rik
1.033826709,1.95566811,2.217935104,5.014462856,2610528A11Rik
0,0,0,0,2610528J11Rik
378.6659241,416.5690359,377.7646388,371.9678579,2700049A03Rik
444.6253765,392.8563388,499.2264404,486.6117767,2700062C07Rik
685.8542064,616.4334709,869.2540007,864.4605085,2700081O15Rik
141.6885544,142.0293633,122.7968609,113.4255178,2700097O09Rik
139.0075891,129.3543795,126.6083446,97.47186463,2700099C18Rik
1346.856497,1332.042342,873.7117924,993.5170623,2810004N23Rik
381.2315173,352.6081439,445.7234853,438.8802699,2810006K23Rik
185.4953709,198.8439628,206.2059251,222.5974731,2810021J22Rik
129.5736172,135.4705197,129.9515518,153.1939775,2810025M15Rik
58.88620706,75.57853903,91.83097801,66.59380632,2810039B14Rik
32.5141735,23.59702399,55.38949886,25.98089681,2810047C21Rik1
1301.918731,1424.869126,1078.403826,1044.889357,2810403A07Rik
18.48903027,21.78087533,103.3638489,98.42519288,2810408A11Rik
0,1.95600009,0,0,2810459M11Rik
460.4871469,464.062699,380.3085798,327.6090732,2810474O19Rik
0.97719863,3.236973991,2.345486306,3.166670998,2900011O08Rik
8083.249976,7982.162745,3199.4505,3501.712784,2900026A02Rik
0,0,0,0,2900055J20Rik
0,0,0,0,2900092C05Rik
64.55236147,53.66421981,61.87848115,89.96304876,3000002C10Rik
0,0,0,0,3100002H09Rik
78.48681175,87.19616383,52.90432897,64.13880154,3110001I22Rik
424.1815151,421.0323497,399.0536159,429.1818645,3110002H16Rik
45.08698792,49.34063841,54.87867036,60.10233865,3110009E18Rik
0,0,1.048795043,0,3110009M11Rik
0,0,0,0,3110018I06Rik
5.70933412,7.74545696,1.281863055,3.935797455,3110021N24Rik
0,2.773103568,5.243975214,9.500012993,3110035E14Rik
385.4068158,441.9965317,589.1643698,642.2227378,3110040N11Rik
406.9419027,376.596315,286.381685,288.1164332,3110043O21Rik
17.88022,18.54169448,30.23616316,30.72141154,3110053B16Rik
215.2984064,217.1538123,194.8502708,167.9814992,3110062M04Rik
1.954397259,5.546207136,2.097590086,3.166670998,3110067C02Rik
33.22475341,24.03356426,50.34216205,53.83340696,3110070M22Rik
0,0,0,0,3110079O15Rik
556.0654239,502.6846456,543.8207821,626.7641429,3110082I17Rik
1.820490644,0.530335135,0.60246819,0,3110082J24Rik
24.40539206,36.01160844,54.72409866,47.25551914,3300002I08Rik
7.831373914,4.62631348,37.83238164,59.28594263,3425401B19Rik
555.4989715,490.8619471,3228.922927,3750.783528,3632451O06Rik
127.0358219,122.9409248,155.2216663,351.9639265,3830403N18Rik
421.5638279,385.796451,587.9672792,619.3736286,3830406C13Rik
0.519753065,0.983924555,0,1.129742562,3830417A13Rik
42.23613403,8.05633962,30.31154139,42.23069406,4430402I18Rik
0,0,0,0,4833418N17Rik
1092.859042,1067.452542,1291.010922,1273.158062,4833420G17Rik
0,0,0,0,4833423E24Rik
175.8957533,171.9324212,87.04998855,66.50009095,4833427G06Rik
1091.374011,1056.773002,1378.919809,1620.966514,4833439L19Rik
0,0,0,1.055556999,4921501E09Rik
0,0,0,0,4921504E06Rik
6.840390408,3.697471424,18.87831077,20.05558299,4921507P07Rik
0,0,1.048797672,0,4921509C19Rik
0,0,0,0,4921511C20Rik
0,0,0,0,4921511M17Rik
0,0,0,0,4921517D22Rik
113.5148793,99.71535026,83.05562869,71.95603359,4921524J17Rik
0,0,0,0,4921524L21Rik
0,0,0,1.055556999,4921530L21Rik
30.29315752,27.73103568,30.41505624,28.50003898,4921536K21Rik
0,0,0,0,4921539E11Rik
0,0,0,0,4922502D21Rik
0,0,0,0,4930402F06Rik
264.3528632,254.4347886,242.7485269,216.6946336,4930402H24Rik
0,0,0,0,4930402K13Rik
0,0,0,0,4930404H24Rik
0.874878146,2.461694656,6.721072782,8.716986762,4930404N11Rik
0,0,0,0,4930407I10Rik
0,0,0,0,4930412O13Rik
0,0,0,0,4930415H17Rik
0,0,0,0,4930415L06Rik
17.58957533,18.48735712,17.82951573,12.66668399,4930415O20Rik
0,0,0,0,4930421P07Rik
120.1954315,133.1089713,56.63493231,65.44453395,4930426L09Rik
0,5.80374646,3.286748519,0,4930430A15Rik
412.7900231,370.8670457,280.1935033,335.4799203,4930430F08Rik
16.70705585,22.15230388,31.02570644,16.94006301,4930431P19Rik
1.33054247,0,1.428295809,2.15768795,4930432E11Rik
16.37273912,17.08619979,30.07479519,35.32085309,4930432K21Rik
0,0,0,0,4930432M17Rik
0,0,0,0,4930433I11Rik
0,0,0,0,4930435E12Rik
0,1.777556004,2.011510689,0.716693066,4930438A08Rik
1.954397259,0,0,0,4930442H23Rik
0.97719863,0,0,0,4930444G20Rik
1.64907037,8.436934273,3.855618693,3.666840287,4930444P10Rik
0,0,0,0,4930447A16Rik
108.2575051,70.70468515,42.15249668,69.39139352,4930447C04Rik
0,0,0,0,4930447F04Rik
0.792506315,0,0,0,4930448K20Rik
0,0,0,0,4930449A18Rik
0,0,0,0,4930449I24Rik
3.908794519,3.697471424,11.53674547,11.61112699,4930451G09Rik
0,0,0,0,4930451I11Rik
67.37196236,67.72870276,162.5731835,177.5754615,4930452B06Rik
883.3052233,920.8649758,911.9505459,1018.902089,4930453N24Rik
0,0,0,0,4930455H04Rik
0,0,1.048795043,0,4930465K10Rik
0,0,0,0,4930467E23Rik
2.396901813,2.270526211,4.529435071,3.325493269,4930469K13Rik
0,0,1.048795043,0,4930470P17Rik
0.72653937,1.39897263,0,0,4930474N05Rik
0,0,0,0,4930480E11Rik
3.908794519,0,0,16.88891199,4930486L24Rik
0,0,0,0,4930488N24Rik
0.979048568,4.62183928,8.390360342,5.281389025,4930502E18Rik
0,0,1.582540696,0,4930503B20Rik
0,0,0,0,4930503E14Rik
0,0,0,0,4930503E24Rik
0,0,0,0,4930503H13Rik
750.9536232,789.9533248,470.6904601,472.8857218,4930503L19Rik
0,0,0,0,4930504O13Rik
6.268666692,5.708537844,12.32916739,11.26360487,4930505A04Rik
14.74899609,7.454903348,5.280341344,9.648219993,4930507D05Rik
0,0,0,1.554807432,4930512M02Rik
0,0,0,0,4930513O06Rik
0,0.924367856,0,0,4930515G13Rik
0,0,0,0,4930515G16Rik
14.85767819,7.091568169,5.276954823,3.802659459,4930516K23Rik
25.40716437,33.27724282,11.53674547,21.11113999,4930518I15Rik
0,0,0,0,4930519F09Rik
0,0,1.048795043,1.055556999,4930519F16Rik
2.916609543,1.160632175,0.655930916,1.253502978,4930519G04Rik
1.954397259,3.697471424,1.048795043,5.277784996,4930519P11Rik
0,0,0,0,4930522H14Rik
83.71563928,91.52562554,124.3599447,118.8535848,4930522L14Rik
38.46970092,58.05110915,82.66803099,128.506886,4930523C07Rik
0,0,0,1.055556999,4930524B15Rik
31.27035615,23.1091964,29.3662612,29.55559598,4930524J08Rik
0,0,0,0,4930524N10Rik
7.305739758,11.0484251,6.267538617,2.375417573,4930526A20Rik
0,0,0,0,4930529C04Rik
0,0,3.21555562,1.09157478,4930535I16Rik
45.4686776,59.63021407,43.5994079,42.15308895,4930539E08Rik
0,0,0,0,4930544D05Rik
0,0,0,0,4930544G11Rik
0,0,0,0,4930546C10Rik
5.646748161,4.318678983,4.216647795,3.002470762,4930548H24Rik
30.83089404,27.42074904,23.80841804,26.5203015,4930550C14Rik
1.019626806,0,0,0,4930550L24Rik
0,0,0,0,4930553J12Rik
0,0,0,0,4930553M12Rik
0,0,0,0,4930555G01Rik
0,0,0,0,4930555K19Rik
0.97719863,1.848735712,1.048795043,1.055556999,4930556J24Rik
0,0,0,0,4930558C23Rik
0,0,0,0,4930558K02Rik
18.38710414,25.47895705,10.10938826,7.736235172,4930562C15Rik
0,0,0,1.055556999,4930563D23Rik
2.03053126,0,2.169960445,4.303809435,4930563M21Rik
0,0,0,0,4930564D02Rik
0,0,0,0,4930567H17Rik
0,0,0,0,4930568D16Rik
0,0,0,0,4930572O03Rik
0,0,0,0,4930578C19Rik
6.607601908,6.225807956,4.661639262,1.055556999,4930578G10Rik
0,0.924367856,0,0,4930578I06Rik
0.97719863,0,0,0,4930579F01Rik
290.9437332,333.3094016,384.7722442,403.3503464,4930579G24Rik
0,0,0,0,4930583I09Rik
8.136533357,21.34274482,22.8108066,15.49236769,4930590J08Rik
0.97719863,0,0,0,4930595D18Rik
0,0,0,0,4930595M18Rik
0,0,0,0,4930596D02Rik
0,0,0,0,4931400O07Rik
7.108679134,9.606054043,5.449081028,6.95724611,4931406B18Rik
894.8580054,940.8250974,1440.949048,1447.738073,4931406C07Rik
357.7323069,342.6727983,498.3073881,324.274866,4931406P16Rik
0,0,0,0,4931408C20Rik
0,0.924367856,0,0,4931409K22Rik
139.739404,137.7308105,209.7590086,252.2781228,4931414P19Rik
0,0,0,0,4931417E11Rik
3.908794519,16.57100001,18.70363029,10.90604111,4931422A03Rik
1.175318236,0,0,0,4931423N10Rik
242.2879327,188.5240227,532.9069412,595.9666304,4931428F04Rik
6.322415339,10.0458446,4.903620618,7.092537367,4931428L18Rik
0.97719863,1.356569045,1.048795043,0,4931429L15Rik
1.954397259,0.924367856,0,0,4931440F15Rik
25.13727498,14.11865125,14.8838641,23.16886642,4931440P22Rik
1.954397259,0,2.097590086,0,4932411N23Rik
5.264071645,8.043084588,3.511625295,5.911722408,4932414N04Rik
1.167038678,0,0,0.63086182,4932415D10Rik
0,0,0,0,4932429P05Rik
0,0.516503293,0,4.950234937,4932431P20Rik
1047.712409,1064.606482,920.7988173,873.5395874,4932438A13Rik
14.99431449,14.77729441,14.0566405,6.804545374,4932438H23Rik
9.231859584,10.98328735,6.390869768,9.392385,4932443I19Rik
0.97719863,0,2.097590086,0,4933400A11Rik
0,0,0,0,4933401B06Rik
0,1.848735712,0,2.111113999,4933402D24Rik
0,0,0,0,4933402E13Rik
0,0,2.097590086,0,4933402J07Rik
1.02536983,0,0,0,4933402N03Rik
0,0,0,0,4933402N22Rik
0,0,0,0,4933403O08Rik
0,0.924367856,3.940441453,2.111113999,4933405L10Rik
0,0,0,0,4933405O20Rik
10.74918493,12.01678213,2.097590086,0,4933406M09Rik
3.815151503,7.201789052,4.040184908,3.88097263,4933407L21Rik
32.96857967,20.49404689,22.24312302,31.55308862,4933408B17Rik
0,0,0,0,4933409G03Rik
3.908794519,5.546207136,10.48795043,8.444455994,4933411K16Rik
0,0,0,0,4933412A08Rik
0,0,0,0,4933412E24Rik
0,0,0,0,4933414I15Rik
0.979781777,3.750047957,3.14690347,0,4933415A04Rik
0.97719863,0,0,1.055556999,4933415F23Rik
0,0,0,0,4933416C03Rik
0,0,0,0,4933416E14Rik
0,0,0,0,4933416I08Rik
0,0,0,0.981823455,4933417A18Rik
0,0,0,1.185797339,4933417G07Rik
0,0,0,0,4933421I07Rik
2.841841356,1.886433149,1.599866038,0.322501305,4933424G06Rik
0,0,0,0,4933425L06Rik
96.40296838,102.4812133,91.74295504,70.29233465,4933427D14Rik
9.280614988,10.87023535,12.9209926,8.915813038,4933427G23Rik
5.716695354,4.89552898,7.354323443,6.444966821,4933427I04Rik
33.41292059,57.46289142,29.42017199,25.4032614,4933428G20Rik
0,0,0,0,4933428M09Rik
6.840390408,10.16804642,15.73192564,10.55556999,4933430I17Rik
1553.463543,1538.812191,1568.234988,1782.815042,4933434E20Rik
0,0,0,0,4933436I01Rik
0,3.231024713,5.195251428,0,5031410I06Rik
3090.633855,3052.551472,3437.845952,3376.963578,5031439G07Rik
0,0,0,0,5033404E19Rik
0,0,0,0,5033423K11Rik
2.521177706,2.6106039,1.048795043,0,5330417C22Rik
0,0,0,0,5330417H12Rik
0,0,0,0,5430401F13Rik
0,0,0,0,5430402E10Rik
67.48140693,65.38201385,71.50384616,63.6418708,5430403G16Rik
0.675100048,0.319095799,0,0,5430419D17Rik
9.771986297,11.09241427,58.7325224,89.72234494,5430427O19Rik
0,0,0,0,5530400C23Rik
0.80327167,0,0,0,5530401A14Rik
1115.142356,1107.09304,1753.960641,1823.944116,5730409E04Rik
0,0,0,0,5730416F02Rik
804.2870763,849.8718311,943.8090316,910.9610608,5730455P16Rik
384.5015985,317.9165846,277.6319105,251.1723944,5730480H06Rik
67.69975003,79.75622618,103.3717783,82.46295768,5730507C01Rik
0,0.108774334,3.107669288,7.391957892,5730522E02Rik
11.10292632,7.16376173,12.38023767,6.545437542,5730559C18Rik
0,0,0,0,5730596B20Rik
0,0,0,0,5830411N06Rik
1784.919112,1838.327504,1751.599946,1720.213368,5830417I10Rik
4.970304919,6.269196872,12.45176193,11.65221807,5830473C10Rik
5.863191778,15.71425355,8.390360342,5.277784996,5930422O12Rik
813.6071726,803.9982361,598.4899512,556.5358871,6030419C18Rik
3.103989134,11.16616779,11.37313035,0,6030445D17Rik
0,0,1.048795043,0,6030452D12Rik
1048.999928,1079.495035,813.122387,767.3811812,6030458C11Rik
5.863191778,0,1.048795043,1.055556999,6030468B19Rik
0,0,0,0,6030498E09Rik
0.751228426,1.421670897,2.422480657,0.816962274,6330409D20Rik
33.57476763,25.91937308,22.7190863,22.88348032,6330549D23Rik
14.43288215,25.61313119,44.58946421,50.53055064,6430531B16Rik
69.15059194,79.07438318,291.0980811,303.0958139,6430548M08Rik
12.06657248,6.881851032,2.488886519,7.074250939,6430550D23Rik
14.78600655,11.4915184,24.40578715,25.26339171,6430571L13Rik
7.967925363,8.897252606,26.72064098,18.4221703,6430573F11Rik
0,0,0,0,6430628N08Rik
